"result","Text"
"HAM","K sure am in my relatives home. Sms me de. Pls:-)"
"HAM","Take some small dose tablet for fever"
"HAM",":-) yeah! Lol. Luckily i didn't have a starring role like you!"
"HAM","I'm turning off my phone. My moms telling everyone I have cancer. And my sister won't stop calling. It hurts to talk. Can't put up with it. See u when u get home. Love u"
"SPAM","FREE entry into our £250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk"
"HAM","Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
"SPAM","Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers"
"HAM","Oh baby of the house. How come you dont have any new pictures on facebook"
"HAM","I will reach ur home in  #  minutes"
"SPAM","100 dating service cal;l 09064012103 box334sk38ch"
"SPAM","Congratulations U can claim 2 VIP row A Tickets 2 C Blu in concert in November or Blu gift guaranteed Call 09061104276 to claim TS&Cs www.smsco.net cost£3.75max"
"HAM","How much r u willing to pay?"
"HAM","THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x"
"HAM","Shall i ask one thing if you dont mistake me."
"HAM","All e best 4 ur exam later."
"HAM","Heehee that was so funny tho"
"HAM","She went to attend another two rounds today..but still did't reach home.."
"HAM","I love to give massages. I use lots of baby oil... What is your fave position?"
"HAM","Pls help me tell Ashley that i cant find her number oh"
"HAM","Can you do online transaction?"
"HAM","Yeah that'd pretty much be the best case scenario"
"HAM","do u think that any girl will propose u today by seing ur bloody face"
"HAM","Can you plz tell me the ans. BSLVYL sent via fullonsms.com"
"HAM","You should get more chicken broth if you want ramen unless there's some I don't know about"
"HAM","Are you comingdown later?"
"HAM","Most of the tiime when i don't let you hug me it's so i don't break into tears."
"HAM","Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num."
"HAM","Did you see that film:)"
"HAM","Company is very good.environment is terrific and food is really nice:)"
"HAM","Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody."
"HAM","What Today-sunday..sunday is holiday..so no work.."
"HAM","No. She's currently in scotland for that."
"HAM","No she didnt. I will search online and let you know."
"SPAM","Your 2004 account for 07XXXXXXXXX shows 786 unredeemed points. To claim call 08719181259 Identifier code: XXXXX Expires 26.03.05"
"HAM","The bus leaves at  #"
"HAM","We live in the next  # mins"
"HAM","Noice. Text me when you're here"
"HAM","It's not that you make me cry. It's just that when all our stuff happens on top of everything else, it pushes me over the edge. You don't underdtand how often i cry over my sorry, sorry life."
"HAM","Wat r u doing?"
"HAM","Dude ive been seeing a lotta corvettes lately"
"HAM","K:)k:)good:)study well."
"SPAM","January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)"
"HAM","Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*"
"HAM","SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW."
